idciudad,ciudad,estadoid
2085,ACAYUCAN,30
2086,ACTOPAN,30
2087,ACULA,30
2088,ACULTZINGO,30
2089,CAMARÓN DE TEJEDA,30
2090,ALPATLÁHUAC,30
2091,ALTO LUCERO DE GUTIÉRREZ BARRIOS,30
2092,ALTOTONGA,30
2093,ALVARADO,30
2094,AMATITLÁN,30
2095,NARANJOS AMATLÁN,30
2096,AMATLÁN DE LOS REYES,30
2097,ANGEL R. CABADA,30
2098,LA ANTIGUA,30
2099,APAZAPAN,30
2100,AQUILA,30
2101,ASTACINGA,30
2102,ATLAHUILCO,30
2103,ATOYAC,30
2104,ATZACAN,30
2105,ATZALAN,30
2106,TLALTETELA,30
2107,AYAHUALULCO,30
2108,BANDERILLA,30
2109,BENITO JUÁREZ,30
2110,BOCA DEL RÍO,30
2111,CALCAHUALCO,30
2112,CAMERINO Z. MENDOZA,30
2113,CARRILLO PUERTO,30
2114,CATEMACO,30
2115,CAZONES DE HERRERA,30
2116,CERRO AZUL,30
2117,CITLALTÉPETL,30
2118,COACOATZINTLA,30
2119,COAHUITLÁN,30
2120,COATEPEC,30
2121,COATZACOALCOS,30
2122,COATZINTLA,30
2123,COETZALA,30
2124,COLIPA,30
2125,COMAPA,30
2126,CÓRDOBA,30
2127,COSAMALOAPAN DE CARPIO,30
2128,COSAUTLÁN DE CARVAJAL,30
2129,COSCOMATEPEC,30
2130,COSOLEACAQUE,30
2131,COTAXTLA,30
2132,COXQUIHUI,30
2133,COYUTLA,30
2134,CUICHAPA,30
2135,CUITLÁHUAC,30
2136,CHACALTIANGUIS,30
2137,CHALMA,30
2138,CHICONAMEL,30
2139,CHICONQUIACO,30
2140,CHICONTEPEC,30
2141,CHINAMECA,30
2142,CHINAMPA DE GOROSTIZA,30
2143,LAS CHOAPAS,30
2144,CHOCAMÁN,30
2145,CHONTLA,30
2146,CHUMATLÁN,30
2147,EMILIANO ZAPATA,30
2148,ESPINAL,30
2149,FILOMENO MATA,30
2150,FORTÍN,30
2151,GUTIÉRREZ ZAMORA,30
2152,HIDALGOTITLÁN,30
2153,HUATUSCO,30
2154,HUAYACOCOTLA,30
2155,HUEYAPAN DE OCAMPO,30
2156,HUILOAPAN DE CUAUHTÉMOC,30
2157,IGNACIO DE LA LLAVE,30
2158,ILAMATLÁN,30
2159,ISLA,30
2160,IXCATEPEC,30
2161,IXHUACÁN DE LOS REYES,30
2162,IXHUATLÁN DEL CAFÉ,30
2163,IXHUATLANCILLO,30
2164,IXHUATLÁN DEL SURESTE,30
2165,IXHUATLÁN DE MADERO,30
2166,IXMATLAHUACAN,30
2167,IXTACZOQUITLÁN,30
2168,JALACINGO,30
2169,XALAPA,30
2170,JALCOMULCO,30
2171,JÁLTIPAN,30
2172,JAMAPA,30
2173,JESÚS CARRANZA,30
2174,XICO,30
2175,JILOTEPEC,30
2176,JUAN RODRÍGUEZ CLARA,30
2177,JUCHIQUE DE FERRER,30
2178,LANDERO Y COSS,30
2179,LERDO DE TEJADA,30
2180,MAGDALENA,30
2181,MALTRATA,30
2182,MANLIO FABIO ALTAMIRANO,30
2183,MARIANO ESCOBEDO,30
2184,MARTÍNEZ DE LA TORRE,30
2185,MECATLÁN,30
2186,MECAYAPAN,30
2187,MEDELLÍN DE BRAVO,30
2188,MIAHUATLÁN,30
2189,LAS MINAS,30
2190,MINATITLÁN,30
2191,MISANTLA,30
2192,MIXTLA DE ALTAMIRANO,30
2193,MOLOACÁN,30
2194,NAOLINCO,30
2195,NARANJAL,30
2196,NAUTLA,30
2197,NOGALES,30
2198,OLUTA,30
2199,OMEALCA,30
2200,ORIZABA,30
2201,OTATITLÁN,30
2202,OTEAPAN,30
2203,OZULUAMA DE MASCAREÑAS,30
2204,PAJAPAN,30
2205,PÁNUCO,30
2206,PAPANTLA,30
2207,PASO DEL MACHO,30
2208,PASO DE OVEJAS,30
2209,LA PERLA,30
2210,PEROTE,30
2211,PLATÓN SÁNCHEZ,30
2212,PLAYA VICENTE,30
2213,POZA RICA DE HIDALGO,30
2214,LAS VIGAS DE RAMÍREZ,30
2215,PUEBLO VIEJO,30
2216,PUENTE NACIONAL,30
2217,RAFAEL DELGADO,30
2218,RAFAEL LUCIO,30
2219,LOS REYES,30
2220,RÍO BLANCO,30
2221,SALTABARRANCA,30
2222,SAN ANDRÉS TENEJAPAN,30
2223,SAN ANDRÉS TUXTLA,30
2224,SAN JUAN EVANGELISTA,30
2225,SANTIAGO TUXTLA,30
2226,SAYULA DE ALEMÁN,30
2227,SOCONUSCO,30
2228,SOCHIAPA,30
2229,SOLEDAD ATZOMPA,30
2230,SOLEDAD DE DOBLADO,30
2231,SOTEAPAN,30
2232,TAMALÍN,30
2233,TAMIAHUA,30
2234,TAMPICO ALTO,30
2235,TANCOCO,30
2236,TANTIMA,30
2237,TANTOYUCA,30
2238,TATATILA,30
2239,CASTILLO DE TEAYO,30
2240,TECOLUTLA,30
2241,TEHUIPANGO,30
2242,ÁLAMO TEMAPACHE,30
2243,TEMPOAL,30
2244,TENAMPA,30
2245,TENOCHTITLÁN,30
2246,TEOCELO,30
2247,TEPATLAXCO,30
2248,TEPETLÁN,30
2249,TEPETZINTLA,30
2250,TEQUILA,30
2251,JOSÉ AZUETA,30
2252,TEXCATEPEC,30
2253,TEXHUACÁN,30
2254,TEXISTEPEC,30
2255,TEZONAPA,30
2256,TIERRA BLANCA,30
2257,TIHUATLÁN,30
2258,TLACOJALPAN,30
2259,TLACOLULAN,30
2260,TLACOTALPAN,30
2261,TLACOTEPEC DE MEJÍA,30
2262,TLACHICHILCO,30
2263,TLALIXCOYAN,30
2264,TLALNELHUAYOCAN,30
2265,TLAPACOYAN,30
2266,TLAQUILPA,30
2267,TLILAPAN,30
2268,TOMATLÁN,30
2269,TONAYÁN,30
2270,TOTUTLA,30
2271,TUXPAN,30
2272,TUXTILLA,30
2273,URSULO GALVÁN,30
2274,VEGA DE ALATORRE,30
2275,VERACRUZ,30
2276,VILLA ALDAMA,30
2277,XOXOCOTLA,30
2278,YANGA,30
2279,YECUATLA,30
2280,ZACUALPAN,30
2281,ZARAGOZA,30
2282,ZENTLA,30
2283,ZONGOLICA,30
2284,ZONTECOMATLÁN DE LÓPEZ Y FUENTES,30
2285,ZOZOCOLCO DE HIDALGO,30
2286,AGUA DULCE,30
2287,EL HIGO,30
2288,NANCHITAL DE LÁZARO CÁRDENAS DEL RÍO,30
2289,TRES VALLES,30
2290,CARLOS A. CARRILLO,30
2291,TATAHUICAPAN DE JUÁREZ,30
2292,UXPANAPA,30
2293,SAN RAFAEL,30
2294,SANTIAGO SOCHIAPAN,30
2295,ABALÁ,31
2296,ACANCEH,31
2297,AKIL,31
2298,BACA,31
2299,BOKOBÁ,31
2300,BUCTZOTZ,31
2301,CACALCHÉN,31
2302,CALOTMUL,31
2303,CANSAHCAB,31
2304,CANTAMAYEC,31
2305,CELESTÚN,31
2306,CENOTILLO,31
2307,CONKAL,31
2308,CUNCUNUL,31
2309,CUZAMÁ,31
2310,CHACSINKÍN,31
2311,CHANKOM,31
2312,CHAPAB,31
2313,CHEMAX,31
2314,CHICXULUB PUEBLO,31
2315,CHICHIMILÁ,31
2316,CHIKINDZONOT,31
2317,CHOCHOLÁ,31
2318,CHUMAYEL,31
2319,DZÁN,31
2320,DZEMUL,31
2321,DZIDZANTÚN,31
2322,DZILAM DE BRAVO,31
2323,DZILAM GONZÁLEZ,31
2324,DZITÁS,31
2325,DZONCAUICH,31
2326,ESPITA,31
2327,HALACHÓ,31
2328,HOCABÁ,31
2329,HOCTÚN,31
2330,HOMÚN,31
2331,HUHÍ,31
2332,HUNUCMÁ,31
2333,IXIL,31
2334,IZAMAL,31
2335,KANASÍN,31
2336,KANTUNIL,31
2337,KAUA,31
2338,KINCHIL,31
2339,KOPOMÁ,31
2340,MAMA,31
2341,MANÍ,31
2342,MAXCANÚ,31
2343,MAYAPÁN,31
2344,MÉRIDA,31
2345,MOCOCHÁ,31
2346,MOTUL,31
2347,MUNA,31
2348,MUXUPIP,31
2349,OPICHÉN,31
2350,OXKUTZCAB,31
2351,PANABÁ,31
2352,PETO,31
2353,PROGRESO,31
2354,QUINTANA ROO,31
2355,RÍO LAGARTOS,31
2356,SACALUM,31
2357,SAMAHIL,31
2358,SANAHCAT,31
2359,SAN FELIPE,31
2360,SANTA ELENA,31
2361,SEYÉ,31
2362,SINANCHÉ,31
2363,SOTUTA,31
2364,SUCILÁ,31
2365,SUDZAL,31
2366,SUMA,31
2367,TAHDZIÚ,31
2368,TAHMEK,31
2369,TEABO,31
2370,TECOH,31
2371,TEKAL DE VENEGAS,31
2372,TEKANTÓ,31
2373,TEKAX,31
2374,TEKIT,31
2375,TEKOM,31
2376,TELCHAC PUEBLO,31
2377,TELCHAC PUERTO,31
2378,TEMAX,31
2379,TEMOZÓN,31
2380,TEPAKÁN,31
2381,TETIZ,31
2382,TEYA,31
2383,TICUL,31
2384,TIMUCUY,31
2385,TINUM,31
2386,TIXCACALCUPUL,31
2387,TIXKOKOB,31
2388,TIXMEHUAC,31
2389,TIXPÉHUAL,31
2390,TIZIMÍN,31
2391,TUNKÁS,31
2392,TZUCACAB,31
2393,UAYMA,31
2394,UCÚ,31
2395,UMÁN,31
2396,VALLADOLID,31
2397,XOCCHEL,31
2398,YAXCABÁ,31
2399,YAXKUKUL,31
2400,YOBAÍN,31
2401,APOZOL,32
2402,APULCO,32
2403,ATOLINGA,32
2404,BENITO JUÁREZ,32
2405,CALERA,32
2406,CAÑITAS DE FELIPE PESCADOR,32
2407,CONCEPCIÓN DEL ORO,32
2408,CUAUHTÉMOC,32
2409,CHALCHIHUITES,32
2410,FRESNILLO,32
2411,TRINIDAD GARCÍA DE LA CADENA,32
2412,GENARO CODINA,32
2413,GENERAL ENRIQUE ESTRADA,32
2414,GENERAL FRANCISCO R. MURGUÍA,32
2415,EL PLATEADO DE JOAQUÍN AMARO,32
2416,GENERAL PÁNFILO NATERA,32
2417,GUADALUPE,32
2418,HUANUSCO,32
2419,JALPA,32
2420,JEREZ,32
2421,JIMÉNEZ DEL TEUL,32
2422,JUAN ALDAMA,32
2423,JUCHIPILA,32
2424,LORETO,32
2425,LUIS MOYA,32
2426,MAZAPIL,32
2427,MELCHOR OCAMPO,32
2428,MEZQUITAL DEL ORO,32
2429,MIGUEL AUZA,32
2430,MOMAX,32
2431,MONTE ESCOBEDO,32
2432,MORELOS,32
2433,MOYAHUA DE ESTRADA,32
2434,NOCHISTLÁN DE MEJÍA,32
2435,NORIA DE ÁNGELES,32
2436,OJOCALIENTE,32
2437,PÁNUCO,32
2438,PINOS,32
2439,RÍO GRANDE,32
2440,SAIN ALTO,32
2441,EL SALVADOR,32
2442,SOMBRERETE,32
2443,SUSTICACÁN,32
2444,TABASCO,32
2445,TEPECHITLÁN,32
2446,TEPETONGO,32
2447,TEÚL DE GONZÁLEZ ORTEGA,32
2448,TLALTENANGO DE SÁNCHEZ ROMÁN,32
2449,VALPARAÍSO,32
2450,VETAGRANDE,32
2451,VILLA DE COS,32
2452,VILLA GARCÍA,32
2453,VILLA GONZÁLEZ ORTEGA,32
2454,VILLA HIDALGO,32
2455,VILLANUEVA,32
2456,ZACATECAS,32
2457,TRANCOSO,32
2458,SANTA MARÍA DE LA PAZ,32
